"DATE","TIME","SYS","QMGR","JOBNAME","USERID","QUEUE","TYPE","COUNT","SizeMax","SizeMin","SizeTot","ToQMax","ToQMin","ToQAvg","ToQTot","StrName"
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP06.PRD.REQ","GET",93,1401,1401,130293,0.287833,0.046384,0.142928,13.292304,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.EXCH.ESB.OWD","PUT",197,3659,3657,720677,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.EX06.PRD.OWD","GET",197,1731,1729,340861,0.185393,0.001427,0.061338,12.083586,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.PRD.REQ","PUT",143,3818,3818,545974,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.EG701.ESB.REQ","GET",143,52,52,7436,0.039112,0.000185,0.001412,0.201916,APLEX01
2019115,17:46:00,"A2","MQH2","MQH2CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","#OSELGT1","IBMUSER","QL.SQLRATE.PRD.REQ","GET",8466,3818,3815,32323176,0.125234,0.001821,0.004491,38.020806,APLEX01
2019115,17:46:00,"A2","MQH2","MQH2CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","G@FS6OW1","IBMUSER","QL.ANGEL.APL.EXCH.ESB.OWD","GET",6564,3659,3657,24012132,0.188521,0.006235,0.028957,190.073748,APLEX01
2019115,17:46:00,"A2","MQH2","MQH2CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.PRD.REQ","PUT",143,3818,3818,545974,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.EG701.ESB.REQ","GET",143,52,52,7436,0.024503,0.000110,0.001128,0.161304,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.PRD.REQ","PUT",144,3818,3818,549792,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.EG701.ESB.REQ","GET",144,52,52,7488,0.020740,0.000113,0.001160,0.167040,APLEX01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.EX06.PRD.OWD","PUT",405,1731,1729,700695,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP06.PRD.RSP","PUT",81,1709,1707,138357,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP06.PRD.REQ","GET",81,1401,1401,113481,0.291690,0.030771,0.143216,11.600496,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP02.PRD.RSP","PUT",70,1505,1503,105212,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP02.PRD.REQ","GET",70,1195,1195,83650,0.296778,0.009856,0.116294,8.140580,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.EXCH.ESB.OWD","PUT",191,3659,3657,698703,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.EX06.PRD.OWD","GET",191,1731,1729,330455,0.194780,0.000939,0.061909,11.824619,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.PRD.REQ","PUT",144,3818,3818,549792,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.EG701.ESB.REQ","GET",144,52,52,7488,0.048543,0.000191,0.001339,0.192816,APLEX01
2019115,17:46:00,"A2","MQH2","MQH2CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4254,4254,255240,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.EX06.PRD.OWD","PUT",455,1731,1729,787295,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP06.PRD.RSP","PUT",91,1709,1707,155457,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP06.PRD.REQ","GET",91,1401,1401,127491,0.291843,0.034744,0.148949,13.554359,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.EXCH.ESB.OWD","PUT",195,3659,3657,713353,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.EX06.PRD.OWD","GET",195,1731,1729,337393,0.186528,0.001873,0.061725,12.036375,APLEX01
2019115,17:46:00,"A2","MQH2","MQH2CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","MQH2CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.EX06.PRD.OWD","PUT",505,1731,1729,873785,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP06.PRD.RSP","PUT",101,1709,1707,172535,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP06.PRD.REQ","GET",101,1401,1401,141501,0.294148,0.022056,0.143547,14.498247,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP02.PRD.RSP","PUT",48,1504,1503,72146,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP02.PRD.REQ","GET",48,1195,1195,57360,0.221223,0.011804,0.102618,4.925664,APLIR01
2019115,17:46:00,"A2","MQH2","MQH2CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","MQH2CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4254,4254,255240,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP02.PRD.RSP","PUT",62,1504,1503,93187,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP02.PRD.REQ","GET",62,1195,1195,74090,0.277719,0.011851,0.107432,6.660784,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.RSP","PUT",18,1505,1503,27072,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.REQ","GET",18,1195,1195,21510,0.244130,0.017239,0.108469,1.952442,APLIR01
2019115,17:46:00,"A2","MQH2","MQH2CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4254,4254,255240,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.OLTP.ESB.RSP","PUT",115,4300,4298,494274,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.OLTP02.PRD.RSP","GET",115,1505,1503,172849,0.003916,0.000326,0.000778,0.089470,APLIR01
2019115,17:46:00,"A2","MQH2","MQH2CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4254,4254,255240,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.PRD.REQ","PUT",148,3818,3818,565064,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.EG701.ESB.REQ","GET",148,52,52,7696,0.015732,0.000106,0.000844,0.124912,APLEX01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP02.PRD.RSP","PUT",71,1503,1503,106713,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP02.PRD.REQ","GET",71,1195,1195,84845,0.281250,0.011886,0.133267,9.461957,APLIR01
2019115,17:46:00,"A2","MQH2","MQH2CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4254,4254,255240,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.PRD.REQ","PUT",142,3818,3818,542156,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.EG701.ESB.REQ","GET",142,52,52,7384,0.026156,0.000151,0.001168,0.165856,APLEX01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.EX06.PRD.OWD","PUT",485,1731,1729,839085,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP06.PRD.RSP","PUT",97,1709,1707,165683,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP06.PRD.REQ","GET",97,1401,1401,135897,0.301910,0.027837,0.142191,13.792527,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.PRD.REQ","PUT",140,3818,3818,534520,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.EG701.ESB.REQ","GET",140,52,52,7280,0.020895,0.000092,0.001011,0.141540,APLEX01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP01.PRD.RSP","PUT",73,1505,1503,109723,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP01.PRD.REQ","GET",73,1195,1195,87235,0.284445,0.013457,0.101361,7.399353,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.RSP","PUT",26,1505,1503,39086,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.REQ","GET",26,1195,1195,31070,0.303622,0.013311,0.139155,3.618030,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.OLTP.ESB.RSP","PUT",107,4299,4298,459891,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.OLTP01.PRD.RSP","GET",107,1504,1503,160826,0.003963,0.000328,0.000613,0.065591,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.EXCH.ESB.OWD","PUT",192,3659,3657,702382,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.EX06.PRD.OWD","GET",192,1731,1729,332206,0.195659,0.000836,0.061700,11.846400,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.EXCH.ESB.OWD","PUT",188,3659,3657,687728,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.EX06.PRD.OWD","GET",188,1731,1729,325264,0.195350,0.001922,0.061210,11.507480,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.OLTP.ESB.RSP","PUT",178,4504,4502,801564,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.OLTP06.PRD.RSP","GET",178,1709,1707,304054,0.032097,0.002121,0.006961,1.239058,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.OLTP.ESB.RSP","PUT",186,4504,4502,837584,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.OLTP06.PRD.RSP","GET",186,1709,1707,317714,0.039697,0.002006,0.007444,1.384584,APLIR01
2019115,17:46:00,"A2","MQH2","MQH2CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,100546,100546,6032760,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.PRD.REQ","PUT",144,3818,3815,549789,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.EG701.ESB.REQ","GET",144,52,52,7488,0.020264,0.000134,0.000945,0.136080,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.PRD.REQ","PUT",145,3818,3818,553610,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.EG701.ESB.REQ","GET",145,52,52,7540,0.025370,0.000122,0.000998,0.144710,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.OLTP.ESB.RSP","PUT",118,4300,4298,507167,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.OLTP02.PRD.RSP","GET",118,1505,1503,177357,0.005228,0.000305,0.000754,0.088972,APLIR01
2019115,17:46:00,"A2","MQH2","MQH2CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.OLTP.ESB.RSP","PUT",117,4299,4298,502868,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.OLTP02.PRD.RSP","GET",117,1504,1503,175853,0.010003,0.000332,0.000874,0.102258,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.EXCH.ESB.OWD","PUT",195,3659,3657,713325,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.EX06.PRD.OWD","GET",195,1731,1729,337365,0.189499,0.001852,0.061873,12.065235,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.EXCH.ESB.OWD","PUT",196,3659,3657,716988,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.EX06.PRD.OWD","GET",196,1731,1729,339100,0.195098,0.001455,0.063541,12.454036,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.PRD.REQ","PUT",671,3818,3815,2561875,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.EG201.ESB.REQ","GET",671,52,52,34892,0.040484,0.000101,0.000383,0.256993,APLEX01
2019115,17:46:00,"A2","MQH2","MQH2CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4254,4254,255240,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.PRD.REQ","PUT",143,3818,3818,545974,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.EG701.ESB.REQ","GET",143,52,52,7436,0.004190,0.000119,0.000545,0.077935,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.EXCH.ESB.OWD","PUT",192,3659,3657,702370,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.EX06.PRD.OWD","GET",192,1731,1729,332194,0.184332,0.000934,0.061368,11.782656,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.PRD.REQ","PUT",139,3818,3818,530702,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.EG701.ESB.REQ","GET",139,52,52,7228,0.034524,0.000126,0.001100,0.152900,APLEX01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.RSP","PUT",47,1505,1503,70669,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.REQ","GET",47,1195,1195,56165,0.382092,0.015281,0.141173,6.635131,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.EXCH.ESB.OWD","PUT",202,3659,3657,738952,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.EX06.PRD.OWD","GET",202,1731,1729,349496,0.193064,0.001306,0.062832,12.692064,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.OLTP.ESB.RSP","PUT",106,4298,4298,455588,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.OLTP01.PRD.RSP","GET",106,1503,1503,159318,0.002048,0.000306,0.000592,0.062752,APLIR01
2019115,17:46:00,"A2","MQH2","MQH2CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.OLTP.ESB.RSP","PUT",117,4299,4298,502867,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.OLTP02.PRD.RSP","GET",117,1504,1503,175852,0.002664,0.000335,0.000686,0.080262,APLIR01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.PRD.REQ","PUT",142,3818,3818,542156,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.SQLRATE.EG701.ESB.REQ","GET",142,52,52,7384,0.039215,0.000139,0.000912,0.129504,APLEX01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP01.PRD.RSP","PUT",74,1505,1503,111225,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP01.PRD.REQ","GET",74,1195,1195,88430,0.319896,0.013379,0.104277,7.716498,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP02.PRD.RSP","PUT",60,1503,1503,90180,,,,,APLIR01
